line_number,source_type,year,customs_region,partner,partner_orthographic,export_import,product,product_orthographic,value,quantity,quantity_unit,quantity_unit_orthographic,value_per_unit,yearstr,customs_region_source,customs_office,origin_source,width_in_line,value_part_of_bundle,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_un_source,absurd_observation,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,customs_region_grouping,customs_region_province,customs_region_hinterland,origin,origin_province,partner_simplification,partner_grouping,partner_obrien,partner_sourcename,partner_wars,partner_africa,nb_occurence_BdCFR,product_simplification,product_sitc,imprimatur,product_edentreaty,surement_pas_canada,product_canada,details_provenance,peche,product_medicinales,nbr_obs,product_hamburg,product_grains,product_coton,product_ulrich,product_coffee,product_porcelaine,product_v_glass_beads,product_revolutionempire,product_beaver,product_type_textile,product_luxe_dans_type,product_luxe_dans_SITC,product_sitc_FR,product_sitc_EN,product_sitc_simplEN,obsolete,product_RE_aggregate,product_threesectors,product_threesectorsM,product_reexportations,quantity_unit_simplification,conv_orthographic_to_simplificat,quantity_unit_metric,conv_simplification_to_metric,needs_more_details,quantities_metric,unit_price_metric,best_guess_national_prodxpart,best_guess_national_partner,best_guess_national_product,best_guess_region_prodxpart,best_guess_national_region,computed_value,value_as_reported,computed_value_per_unit,computed_quantity,value_minus_unit_val_x_qty,product_viz,partner_viz
24,National toutes directions partenaires manquants,1789,La Rochelle,Marseille,Marseille,Imports,Huile d'olive,huile d'olive,18596,18596,livres,livres,1,1789,La Rochelle,Aligre,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,4,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Marseille,France,Marseille,France,France,Not Outre-mers,1651,huile d'olive,4,x,Huile d'olive de France,0,Hors Canada,,0,not a medical product,2680,Huile ; d'olive ; blanc ; de Gènes,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Huile d'olive à manger,No link with beaver,,,,"Huiles, graisses et cires d'origine animale et végétale",Oils,Oils,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,9102.7422,2.042901,0,0,0,1,1,0,18596,0,0,0,autres produits,Ports francs et petites îles
25,National toutes directions partenaires manquants,1789,La Rochelle,Marseille,Marseille,Imports,Liège en bouchons,liège en bouchons,150,100,livres,livres,1.5,1789,La Rochelle,Aligre,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,4,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Marseille,France,Marseille,France,France,Not Outre-mers,54,liège en bouchons,6b,,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,972,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Bouchons principalement en liège,No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.48949999,0,48.949997,3.0643516,0,0,0,1,1,0,150,0,0,0,autres produits,Ports francs et petites îles
26,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Imports,Lingerie,lingerie,210,,,unité manquante,,1789,La Rochelle,Aligre,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,4,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,114,lingerie,8,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,157,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Habits et lingerie,No link with beaver,,,,Articles manufacturés divers n.d.a,Various manufactures,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,210,0,0,,autres produits,Ports francs et petites îles
27,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Imports,Liqueurs,liqueurs,260,104,pintes,pintes,2.5,1789,La Rochelle,Aligre,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,4,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,1702,liqueurs,1,x,,0,Hors Canada,,0,not a medical product,1621,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,pinte,1,litres,.95214599,0,99.023186,2.6256478,0,0,0,1,1,0,260,0,0,0,eau-de-vie et vins divers,Ports francs et petites îles
28,National toutes directions partenaires manquants,1789,La Rochelle,Marseille,Marseille,Imports,Marbre,marbre,266,,,unité manquante,,1789,La Rochelle,Aligre,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,4,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Marseille,France,Marseille,France,France,Not Outre-mers,55,marbre,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,150,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Marbre brut et ouvré,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Non-agricultural primary goods,Produits primaires,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,266,0,0,,autres produits,Ports francs et petites îles
29,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Imports,Marchandises à la valeur,marchandises à la valeur,804,,,unité manquante,,1789,La Rochelle,Aligre,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,4,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,257,marchandises à l'estimation,9b,x,,0,Peut-être Canada,,0,not a medical product,510,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Divers mélangés,No link with beaver,,,,Divers mélangés,Mixed flows,Other,non,Divers,Unknown,Inconnus,Peut-être réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,804,0,0,,autres produits,Ports francs et petites îles
30,National toutes directions partenaires manquants,1789,La Rochelle,Marseille,Marseille,Imports,Marchandises à la valeur,marchandises à la valeur,276,,,unité manquante,,1789,La Rochelle,Aligre,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,4,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Marseille,France,Marseille,France,France,Not Outre-mers,257,marchandises à l'estimation,9b,x,,0,Peut-être Canada,,0,not a medical product,510,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Divers mélangés,No link with beaver,,,,Divers mélangés,Mixed flows,Other,non,Divers,Unknown,Inconnus,Peut-être réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,276,0,0,,autres produits,Ports francs et petites îles
31,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Imports,Meubles divers,meubles divers,305,,,unité manquante,,1789,La Rochelle,Aligre,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,4,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,64,mobilier,8,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,777,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Meubles, glaces et miroirs",No link with beaver,,,,Articles manufacturés divers n.d.a,Various manufactures,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,305,0,0,,autres produits,Ports francs et petites îles
32,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Imports,Peaux de mouton,peaux de mouton,840,840,pièces,pièces,1,1789,La Rochelle,Aligre,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,4,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,61,peaux de mouton,6a,x,,0,Hors Canada,,0,not a medical product,118,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Cuirs, peaux et pelleterie",No link with beaver,,,,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Peut-être réexportation,pièces,1,nombre,1,0,840,1,0,0,0,1,1,0,840,0,0,0,autres produits,Ports francs et petites îles
33,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Imports,Peaux de veaux en poil,peaux de veau en poil,425,170,pièces,pièces,2.5,1789,La Rochelle,Aligre,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,4,,,,,Ahmed,,,-425,,,,,,,,La Rochelle,Aunis,Aunis,,,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,30,peaux de veau en poil,6a,x,,0,Hors Canada,,0,not a medical product,467,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Cuirs, peaux et pelleterie",No link with beaver,,,,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Peut-être réexportation,pièces,1,nombre,1,0,170,2.5,0,0,0,1,1,1,,0,0,,autres produits,Ports francs et petites îles
34,National toutes directions partenaires manquants,1789,La Rochelle,Lorient,Lorient,Imports,Peaux de veaux en poil,peaux de veau en poil,2787.5,1115,pièces,pièces,2.5,1789,La Rochelle,Aligre,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,4,,,,,Ahmed,,,-2787.5,,,,,,,,La Rochelle,Aunis,Aunis,,,Lorient,France,Lorient,France,France,Not Outre-mers,30,peaux de veau en poil,6a,x,,0,Hors Canada,,0,not a medical product,467,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Cuirs, peaux et pelleterie",No link with beaver,,,,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Peut-être réexportation,pièces,1,nombre,1,0,1115,2.5,0,0,0,1,1,1,,0,0,,autres produits,Ports francs et petites îles
35,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Imports,Platre,plâtre,125,10000,livres,livres,.0125,1789,La Rochelle,Aligre,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,4,,,,,Ahmed,,en quintal,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,267,plâtre,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,372,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Matières premières diverses,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Non-agricultural primary goods,Produits primaires,Peut-être réexportation,livres,1,kg,.48949999,0,4895,.025536263,0,0,0,1,1,0,125,0,0,-1.8626451e-06,autres produits,Ports francs et petites îles
36,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Imports,Poisson salé sardines,poisson salé sardines,13680,380000,pièces,pièces,.035999998,1789,La Rochelle,Aligre,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,4,,,,,Ahmed,,36 livres le barril,,,,,,,,,La Rochelle,Aunis,Aunis,,,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,8,sardines salées,0a,x,,1,Autres pêches,,1,not a medical product,206,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Pêche et fruits de mer,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,pièces,1,nombre,1,0,380000,,0,0,0,1,1,0,13680,1,0,.00058889389,autres produits,Ports francs et petites îles
37,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Imports,Sardines salées,sardines salées,1800,7000,livres,livres,.25714287,1789,La Rochelle,Aligre,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,4,,,,,Ahmed,,36 livres le barril,,,,,,,,,La Rochelle,Aunis,Aunis,,,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,168,sardines salées,0a,x,,1,Autres pêches,,1,not a medical product,206,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Pêche et fruits de mer,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,3426.5,,0,0,0,1,1,0,1800,1,0,-.0001013279,autres produits,Ports francs et petites îles
38,National toutes directions partenaires manquants,1789,La Rochelle,Iles Françaises de l'Amérique,Îles françaises de l'Amérique,Imports,Coton en laine,coton en laine,679373,438306,livres,livres,1.5499971,1789,La Rochelle,La Rochelle,,,0,sources/National toutes directions partenaires manquants/ANOM_Col_F_2B_14_Colonies_Imports_1789.csv,ANOM Col F 2B 14,2,15218329,,,,Guillaume Daudin,,,,,,,,,,,La Rochelle,Aunis,Aunis,,,Îles françaises de l'Amérique,Amériques,Îles françaises de l'Amérique,Colonies,Îles,Other outre-mers,694,coton,2,x,Coton de toute espèce,0,Hors Canada,,0,not a medical product,587,Coton,Pas grain (0),raw cotton,raw cotton,Not coffee,Sans lien avec la porcelaine,out,Coton non transformé,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Non-agricultural primary goods,Produits primaires,Réexportation,livres,1,kg,.48949999,0,214550.78,,0,0,0,1,1,0,679373,1,0,-.025096416,"produit colonial ('Café', 'Sucre', 'Indigo', 'Coton non transformé')","Colonies (Saint-Domingue, Indes, îles fr de l'Amérique)"
38,National toutes directions partenaires manquants,1789,La Rochelle,Marseille,Marseille,Imports,Savon,savon,95143.203,158572,livres,livres,.60000002,1789,La Rochelle,Aligre,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,4,,,,,Ahmed,,,-.2,,,,,,,,La Rochelle,Aunis,Aunis,,,Marseille,France,Marseille,France,France,Not Outre-mers,1468,savon,5,x,,0,Peut-être Canada,,0,not a medical product,1545,Savon,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Savon,No link with beaver,,,,Produits chimiques transformés n.d.a.,Processed chemical products,Chemical products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.48949999,0,77620.992,1.2257407,0,0,0,1,1,1,95143,0,0,-.20378065,autres produits,Ports francs et petites îles
39,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Imports,Sel,sel,75306,4795075,livres,livres,.015704865,1789,La Rochelle,Aligre,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,4,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,1548,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,2347189.3,,0,0,0,1,1,0,75306,1,0,-.0037947726,sel,Ports francs et petites îles
39,National toutes directions partenaires manquants,1789,La Rochelle,Iles Françaises de l'Amérique,Îles françaises de l'Amérique,Imports,Coton en laine,coton en laine,45523,29370,livres,livres,1.549983,1789,La Rochelle,Rochefort,,,0,sources/National toutes directions partenaires manquants/ANOM_Col_F_2B_14_Colonies_Imports_1789.csv,ANOM Col F 2B 14,2,15218329,,,,Guillaume Daudin,,,,,,,,,,,La Rochelle,Aunis,Aunis,,,Îles françaises de l'Amérique,Amériques,Îles françaises de l'Amérique,Colonies,Îles,Other outre-mers,694,coton,2,x,Coton de toute espèce,0,Hors Canada,,0,not a medical product,587,Coton,Pas grain (0),raw cotton,raw cotton,Not coffee,Sans lien avec la porcelaine,out,Coton non transformé,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Non-agricultural primary goods,Produits primaires,Réexportation,livres,1,kg,.48949999,0,14376.614,,0,0,0,1,1,0,45523,1,0,-.0014324188,"produit colonial ('Café', 'Sucre', 'Indigo', 'Coton non transformé')","Colonies (Saint-Domingue, Indes, îles fr de l'Amérique)"
40,National toutes directions partenaires manquants,1789,La Rochelle,Marseille,Marseille,Imports,Suif fondu,suif fondu,725,1450,livres,livres,.5,1789,La Rochelle,Aligre,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,4,,,,,Ahmed,,en quintal,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Marseille,France,Marseille,France,France,Not Outre-mers,43,suif fondu,4,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,61,Suif ; pour faire du savon,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Graisses diverses,No link with beaver,,,,"Huiles, graisses et cires d'origine animale et végétale",Oils,Oils,non,Matières premières,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,709.77496,1.0214505,0,0,0,1,1,0,725,0,0,0,autres produits,Ports francs et petites îles
41,National toutes directions partenaires manquants,1789,La Rochelle,Marseille,Marseille,Imports,Vins ordinaires,vin ordinaire,400,3.47,muids,muids,115.27377,1789,La Rochelle,Aligre,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,4,,,,,Ahmed,,3 muids et 136 pintes (M/ses estimées),,,,,,,,,La Rochelle,Aunis,Aunis,,,Marseille,France,Marseille,France,France,Not Outre-mers,6,vin ordinaire,1,x,Vin de France,0,Hors Canada,,0,not a medical product,346,Vin ; de France,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Vins divers,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,muids,1,litres,268.21439,1,930.70392,,0,0,0,1,1,0,400,1,0,3.7210339e-06,eau-de-vie et vins divers,Ports francs et petites îles
