"region_depart","province_depart","etat_depart","sousetat_depart","amiraute_depart","port_depart","outdate_fixed","port_destination","partner_balance_1789","partner_balance_supp_1789","pointcall_province","substate_destination","state_destination","ship_id","ship_name","captain_name","homeport_state_1789_fr","homeport_substate_1789_fr","homeport_toponyme_fr","homeport_province","commodity_standardized_fr","commodity_standardized2_fr","commodity_standardized3_fr","commodity_standardized4_fr","taxe_amount01","taxe_amount02","taxe_amount03","tonnage","tonnage_unit","tonnage_class","ship_flag_standardized_fr"
Normandie,Normandie,France,,Cherbourg,Cherbourg,1787-08-21,Guernesey,Angleterre,Etranger,,Iles anglo-normandes,Grande-Bretagne,"0001003N",Deux Amis,"Basin, Jean",,,,,Poterie,,,,117,390,0,"4",tx,[1-20],britannique
Guyenne,Guyenne,France,,Bayonne,Bayonne,1787-09-12,Fontarrabie,Espagne,Etranger,,,Espagne,"0011385N",Saint Antoine et Ames,"Dortnonds, Dominique",Espagne,,Mundaka,,Lest,,,,1 920,576,0,"45",tx,[21-50],"Espagne, undeterminé"
Normandie,Normandie,France,,Rouen,Rouen,1787-10-24,Gothembourg ,Suède,Etranger,,,Suède,"0012853N",Gustave Adolphe,"Ohman, Christian",,,,,,,,,2 376,713,390,"66",tx,[51-100],suédois
Aunis-Saintonge-Poitou,Aunis,France,,La Rochelle,Ars-en-Ré,1787-06-04,Kristiansand ,Danemark,Etranger,,Norvège,Danemark,"0012591N",Deux soeurs,"Fross, Hamming",Danemark,Norvège,Kristiansand ,,Sel,,,,480,0,0,"130",tx,[101-200],danois
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-08-14,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000745N",Henniker,"Hammond, Robert",Grande-Bretagne,Angleterre,Douvres,,Passagers,,,,450,135,0,"20",tx,[1-20],britannique
Normandie,Normandie,France,,Honfleur,Honfleur,1787-04-19,Fredrikstad ,Danemark,Etranger,,Norvège,Danemark,"0007817N",Saint Johannes,"Ejene, Andert",,,,,,,,,1 830,1 404,549,"130",tx,[101-200],
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-08-18,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001390N",Alert,"Cunningham, Robert",Grande-Bretagne,Angleterre,Folkestone,,,,,,135,450,0,"12",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-01-01,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0003205N",Nancy,Smitchson,,,,,,,,,135,450,0,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Calais,Calais,1787-12-09,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0006779N",Union,"Osborn, John",Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,2 250,"30",tx,[21-50],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-04-06,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000356N",Rover,"Fan, George",,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Normandie,Normandie,France,,Le Havre,Le Havre,1787-05-24,Hambourg,Quatre villes hanséatiques,Etranger,,,Hambourg,"0003731N",De Jonge Ulrick,"Maas, Michaël",,,,,,,,,390,117,0,"110",tx,[101-200],
Aunis-Saintonge-Poitou,Aunis,France,,La Rochelle,Tonnay-Charente,1787-08-04,Londres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0002415N",Trois Amis,"Miaden, Jean",Grande-Bretagne,Angleterre,Londres,,,,,,480,0,0,"55",tx,[51-100],britannique
Guyenne,Guyenne,France,,Bayonne,Bayonne,1787-12-29,Saint-Sébastien,Espagne,Etranger,,,Espagne,"0002806N",Bonne Union,"Genton, Jean",France,,Bayonne,Guyenne,Morue,,,,480,144,0,"40",tx,[21-50],français
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-12-07,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001431N",Succes,"Reeds, John",,,,,,,,,135,450,0,"2",tx,[1-20],britannique
Normandie,Normandie,France,,Le Havre,Le Havre,1787-01-18,Côte d'Angole,Portugal,Etranger,,colonies portugaises d'Afrique,Portugal,"0013334N",Agamemnon,"Lemasson, Augustin Nicolas",,,,,,,,,1 830,549,0,"254",tx,[201-500],français
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-03-29,Islande,,Etranger,,colonies danoises,Islande,"0008129N",Jeune Jean,"Demester, Jean Jacques",France,,Dunkerque,Flandre,Pêche à la morue,Sel,,,2 250,675,0,"54",tx,[51-100],français
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-04-25,Côte d'Or,,Sénégal et Guinée,,,multi-Etat,"0009064N",Arada,"D' Esmartis, Jean",France,,Bordeaux,Guyenne,Diverses marchandises,Eau-de-vie,,,1 800,9 936,31 320,"522",tx,[501 et plus],français
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-09-19,Folkestone,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001107N",Fly,"Hart, Richard",Grande-Bretagne,Angleterre,Folkestone,,Lest,,,,450,135,0,"12",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-10-11,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001770N",Fortune,"Chittanden, Daniel",Grande-Bretagne,Angleterre,Hythe,,,,,,450,135,0,"12",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-08-24,Dordrecht ,Hollande,Etranger,,Hollande,Provinces-Unies,"0000463N",Trois Frères,"Leckerkerk, Pierre",Provinces-Unies,Gueldre,Dort,,Café,,,,450,135,0,"106",tx,[101-200],hollandais
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-05-24,Carril,Espagne,Etranger,,,Espagne,"0008524N",Saint Antoine et Animas,"De Ages, Antonio",Espagne,,Plencia,,,,,,1 530,3 300,1 800,"55",tx,[51-100],"Espagne, undeterminé"
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-10-24,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000002N",Endeavour,William,Grande-Bretagne,Angleterre,Folkestone,,,,,,135,450,0,"12",tx,[1-20],britannique
Provence,Provence,France,,Saint-Tropez,Saint-Tropez,1787-06-18,Levant,,Etranger,,,Empire ottoman,"0014485N",Saint Pierre,"Santin, Jacques",France,,Saint-Tropez,Provence,Lest,,,,0,0,0,"90",tx,[51-100],français
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-08-29,Newcastle,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0012336N",John,"Retchie, James",Grande-Bretagne,Angleterre,Newcastle,,Lest,,,,6 480,4 200,600,"280",tx,[201-500],britannique
Normandie,Normandie,France,,Le Havre,Le Havre,1787-01-22,Alexandria,Etats-Unis,Etranger,,Virginie,Etats-Unis d'Amérique,"0010527N",Molly,"Quirk, Richard",,,,,,,,,549,1 830,0,"300",tx,[201-500],
Normandie,Normandie,France,,Port-Bail,Port-Bail,1787-08-25,Jersey,Angleterre,Etranger,,Iles anglo-normandes,Grande-Bretagne,"0004013N",Revanche,"Podêtre, Pierre",,,,,Lest,,,,390,117,0,"2",tx,[1-20],britannique
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-08-17,Santander,Espagne,Etranger,,,Espagne,"0013001N",Brillant,"Painchaud, Jean",France,,Blaye,Guyenne,Farine,Diverses marchandises,,,4 260,1 818,1 800,"71",tx,[51-100],français
Aunis-Saintonge-Poitou,Aunis,France,,La Rochelle,Rochefort,1787-04-04,Hull,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0013143N",Providence,"Tulil, Joseph",Grande-Bretagne,Angleterre,Hull,,Diverses marchandises,Eau-de-vie,,,480,0,0,"95",tx,[51-100],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-02-05,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0021502N",Endeavour,"Gosean, Headman",,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Isles de Corse,Isles de Corse,France,,Ajaccio,Ajaccio,1787-04-14,Italie,,Etranger,,,multi-Etat,"0010936N",Notre Dame du Rosaire,"André, Ange",,,,,,,,,1 200,0,0,,,,français
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-08-02,Hambourg,Quatre villes hanséatiques,Etranger,,,Hambourg,"0012577N",Saint Sebastien,"Pott, Willem Tjerks",Hambourg,,Hambourg,,Sucre,Café,Vin,,2 715,10 860,600,"181",tx,[101-200],hambourgeois
Isles de Corse,Isles de Corse,France,,Bastia,Bastia,1787-03-16,Capraia,,Etranger,,,République de Gênes,"0016345N",Unnamed,"Olivieri, Jean",,,,,,,,,120,540,0,,tx,,génois
Bretagne,Bretagne,France,,Lorient,Lorient,1787-08-02,Amsterdam,Hollande,Etranger,,Hollande,Provinces-Unies,"0008267N",Jeune Luckie,"Bey, Gerrit Elders",Prusse,Frise orientale,Emden,,Diverses marchandises,Sel,Café,Diverses marchandises,1 044,0,0,"134",tx,[101-200],prussien
Bretagne,Bretagne,France,,Nantes,Nantes,1787-12-17,Rotterdam,Hollande,Etranger,,Hollande,Provinces-Unies,"0003921N",Poste de Rouen,"Baugman, Albert Pieter",,,,,,,,,480,144,0,"100",tx,[51-100],hollandais
Isles de Corse,Isles de Corse,France,,Bastia,Bastia,1787-03-12,Capraia,,Etranger,,,République de Gênes,"0014200N",Unnamed,"Paoletti, Barthelemy",,,,,,,,,540,120,0,,tx,,génois
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-06-01,Southampton,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000593N",Vigne,"Richardson, Robert",Grande-Bretagne,Angleterre,Sunderland,,Fèves,,,,450,135,0,"170",tx,[101-200],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-03-21,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000578N",Good Intent,"Philip, George",Grande-Bretagne,Angleterre,Hasting,,,,,,450,135,0,"12",tx,[1-20],britannique
Normandie,Normandie,France,,Port-Bail,Port-Bail,1787-12-10,Jersey,Angleterre,Etranger,,Iles anglo-normandes,Grande-Bretagne,"0001492N",Marie,"Le Huguet, Thomas",,,,,,,,,390,0,0,"2",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-07-26,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000061N",Hirondelle,"Middleton, James",Grande-Bretagne,Angleterre,Douvres,,,,,,135,450,0,"12",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-03-12,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000745N",Henniker,Hammond,Grande-Bretagne,Angleterre,Douvres,,Passagers,,,,135,450,0,"20",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-11-12,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0003836N",Friendship,"Robinson, William",Grande-Bretagne,Iles anglo-normandes,Aurigny ,,,,,,135,450,0,"12",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-12-20,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001614N",Rose,"Robinson, William",Grande-Bretagne,Angleterre,Maldon,,,,,,135,450,0,"12",tx,[1-20],britannique
Bretagne,Bretagne,France,,Lorient,Lorient,1787-03-31,Bergue ,Danemark,Etranger,,Norvège,Danemark,"0001235N",Amitié,"Cullen, James",Grande-Bretagne,Irlande,Dublin,,Eau-de-vie,,,,630,0,0,"38",tx,[21-50],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-10-06,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0003792N",Peggy,"Feast, Jean",Grande-Bretagne,Angleterre,Hasting,,,,,,135,450,0,"12",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Gravelines,1787-09-14,Øksfjord ,Danemark,Etranger,,Norvège,Danemark,"0001900N",Anna Marguerita,"Nielsen, Elling",Danemark,Norvège,Norvège,,,,,,5 400,2 250,0,"150",tx,[101-200],danois
Bretagne,Bretagne,France,,Nantes,Le Croisic,1787-11-05,Bergue ,Danemark,Etranger,,Norvège,Danemark,"0003604N",Dorothé Elisabeth,"Ohman, Henrick",Danemark,Norvège,Bergue ,,Sel,,,,144,480,0,"79",tx,[51-100],danois
Normandie,Normandie,France,,Fécamp,Fécamp,1787-09-19,Shoreham ,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001589N",Marie,"Palfray, Jean",,,,,,,,,390,117,0,"50",tx,[21-50],français
Bretagne,Bretagne,France,,Nantes,Nantes,1787-01-10,Amsterdam,Hollande,Etranger,,Hollande,Provinces-Unies,"0003721N",Jeune Wilhelmina,"Rioloft, Teunis",Provinces-Unies,Hollande,Amsterdam,,,,,,144,480,0,"80",tx,[51-100],hollandais
Guyenne,Guyenne,France,,Bayonne,Bayonne,1787-12-28,Santander,Espagne,Etranger,,,Espagne,"0007815N",Saint Jean Baptiste,"Darretche, Gracien",France,,Saint-Jean-de-Luz ,Guyenne,Brai,Goudron,,,480,144,0,"20",tx,[1-20],français
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-01-12,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0003792N",Peggy,"Feast, Jean",Grande-Bretagne,Angleterre,Folkestone,,,,,,135,450,0,"12",tx,[1-20],britannique
Bretagne,Bretagne,France,,Nantes,Le Croisic,1787-12-07,Hollande,Hollande,Etranger,,Hollande,Provinces-Unies,"0003782N",Constantia,"Nicolas, Barent",,,,,Sel,,,,144,480,0,"110",tx,[101-200],hollandais
Bretagne,Bretagne,France,,Saint-Malo,Saint-Malo,1787-09-07,Guernesey,Angleterre,Etranger,,Iles anglo-normandes,Grande-Bretagne,"0012061N",Comte de Chateigner,"Peltier, Gilles",France,,Saint-Malo,Bretagne,Lest,,,,240,72,0,"9",tx,[1-20],français
Picardie,Picardie,France,,Calais,Calais,1787-05-12,Newcastle,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001976N",Bettsy,"Peters, John",Grande-Bretagne,Angleterre,Newcastle,,,,,,450,3 375,135,"45",tx,[21-50],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-04-04,Livourne,,Etranger,,,Toscane,"0000203N",Thérèse et Isabelle,"Bouchard, Jean Michel",France,,Boulogne-sur-Mer,Picardie,Blé,Diverses marchandises,,,2 250,675,0,"165",tx,[101-200],français
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-01-13,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001987N",Good Intent,Kenney,,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Aunis-Saintonge-Poitou,Poitou,France,,Sables-d’Olonne,Saint-Gilles-sur-Vie,1787-10-30,Bilbao,Espagne,Etranger,,,Espagne,"0012611N",Vigilant,"Rousseau, Antoine Aimé",France,,Saint-Gilles-sur-Vie,Poitou,Sel,,,,1 800,540,0,"55",tx,[51-100],français
Picardie,Picardie,France,,Calais,Calais,1787-05-16,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000829N",Roy George,"Bagster, George",Grande-Bretagne,Angleterre,Douvres,,,,,,450,2 400,135,"32",tx,[21-50],britannique
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-07-28,Lisbonne,Portugal,Etranger,,,Portugal,"0001481N",Jeune Hortense,"Dreau, George",France,,Lorient,Bretagne,,,,,3 300,1 530,1 800,"55",tx,[51-100],français
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-07-15,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001323N",Coperneille,Waters,,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-04-11,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000745N",Henniker,Hammond,Grande-Bretagne,Angleterre,Douvres,,Passagers,,,,450,135,0,"12",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-08-06,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001587N",Ann,Page,Grande-Bretagne,Angleterre,Hasting,,,,,,450,135,0,"2",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-12-17,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001390N",Alerte,"Cunningham, Robert",Grande-Bretagne,Angleterre,Folkestone,,,,,,135,450,0,"12",tx,[1-20],britannique
Bretagne,Bretagne,France,,Nantes,Nantes,1787-04-11,Hambourg,Quatre villes hanséatiques,Etranger,,,Hambourg,"0011467N",Sophie Magdelaine,"Lundtrun, Mels",Suède,,Gothembourg ,,,,,,480,144,0,"115",tx,[101-200],suédois
Isles de Corse,Isles de Corse,France,,Ajaccio,Ajaccio,1787-05-26,Italie,,Etranger,,,multi-Etat,"0011288N",Saint Antoine,"Peri, Antoine",,,,,,,,,1 200,0,0,,,,français
Aunis-Saintonge-Poitou,Poitou,France,,Sables-d’Olonne,Noirmoutier,1787-04-17,Dartmouth,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0003050N",Alarme,"Drew, Joseph",Grande-Bretagne,Angleterre,Dartmouth,,Sel,,,,480,0,0,"22",tx,[21-50],britannique
Normandie,Normandie,France,,Dieppe,Dieppe,1787-05-29,Brighton,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000746N",Prince de Galles,"Burton, Samuel",,,,,,,,,117,390,0,"40",tx,[21-50],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-04-03,Vlaardingen,Hollande,Etranger,,Hollande,Provinces-Unies,"0002991N",Jeune Cornil,"Maesdick, Dirk",Provinces-Unies,Hollande,Vlaardingen,,,,,,450,135,0,"12",tx,[1-20],hollandais
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-03-20,Katwijk,Hollande,Etranger,,Hollande,Provinces-Unies,"0002738N",Jeune Abraham,"Ploker, Jacob",Provinces-Unies,Hollande,Katwijk,,,,,,135,450,0,"12",tx,[1-20],hollandais
Normandie,Normandie,France,,Dieppe,Dieppe,1787-09-13,Brighton,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000974N",Prince Guillaume Henry,"White, John",,,,,,,,,390,117,0,"50",tx,[21-50],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-03-27,Islande,,Etranger,,colonies danoises,Islande,"0000067N",Espérance,"Denis, Joseph Laurent",France,,Dunkerque,Flandre,Ustensiles de pêche,Sel,Pêche à la morue,,2 250,675,0,"110",tx,[101-200],français
Picardie,Picardie,France,,Calais,Calais,1787-03-21,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000344N",Cumberland,"Oakley, William",Grande-Bretagne,Angleterre,Douvres,,,,,,2 250,135,675,"30",tx,[21-50],britannique
Normandie,Normandie,France,,Le Havre,Le Havre,1787-09-25,Londres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000392N",Jeune Suzanne,"Commanville, Philippe",,,,,,,,,390,117,0,"50",tx,[21-50],français
Normandie,Normandie,France,,Le Havre,Le Havre,1787-09-04,Londres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000898N",Duc d' Orleans,"Marmain, Antoine",France,,Dunkerque,Flandre,,,,,390,117,0,"250",tx,[201-500],français
Guyenne,Guyenne,France,,Bayonne,Bayonne,1787-12-13,Saint-Sébastien,Espagne,Etranger,,,Espagne,"0008671N",Saint Pierre,"Diparaguerre, Jean",France,,Saint-Jean-de-Luz ,Guyenne,Sucre,,,,144,480,0,"22",tx,[21-50],français
Isles de Corse,Isles de Corse,France,,Ajaccio,Ajaccio,1787-08-01,Italie,,Etranger,,,multi-Etat,"0012500N",Saint Jean baptiste,"Rocca, Jean Baptiste",,,,,,,,,2 400,0,0,,,,français
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-09-24,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000663N",Fleur de May,"Randall, Joseph",Grande-Bretagne,Angleterre,Whistable,,,,,,450,135,0,"12",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-12-01,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000704N",Amitié,"Waller, Thomas",Grande-Bretagne,Angleterre,Douvres,,,,,,135,450,0,"12",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-07-10,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0002853N",Meme,"Shepherd, John",Grande-Bretagne,Angleterre,Deal,,,,,,135,450,0,"12",tx,[1-20],britannique
Bretagne,Bretagne,France,,Saint-Malo,Saint-Malo,1787-06-04,Cadix,Espagne,Etranger,,,Espagne,"0008303N",Hussard,"Fleury, Nicolas",France,,île-de-Bréhat,Bretagne,Lest,,,,1 800,540,0,"130",tx,[101-200],français
Picardie,Picardie,France,,Calais,Calais,1787-05-22,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0004084N",Princesse,"Ratcliff, John",Grande-Bretagne,Angleterre,Douvres,,,,,,450,2 550,765,"34",tx,[21-50],britannique
Isles de Corse,Isles de Corse,France,,Bastia,Bastia,1787-09-17,Gênes,,Etranger,,,République de Gênes,"0013551N",Unnamed,"Carlevalle, Michel",,,,,,,,,120,180,0,,tx,,génois
Normandie,Normandie,France,,Le Havre,Le Havre,1787-12-01,Rotterdam,Hollande,Etranger,,Hollande,Provinces-Unies,"0012132N",De Vrow Gertruda,"Klassen, Jacob",Provinces-Unies,Hollande,Amsterdam,,,,,,117,390,0,"120",tx,[101-200],hollandais
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-07-19,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001431N",Succes,Fynams,,,,,,,,,135,450,0,"2",tx,[1-20],britannique
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-06-21,Stockholm,Suède,Etranger,,,Suède,"0010406N",Minerve,"Syoberg, Johan",Suède,,Stockholm,,Vin,Sucre,,,5 514,12 900,3 225,"215",tx,[201-500],suédois
Picardie,Picardie,France,,Calais,Calais,1787-08-19,Deal,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000496N",Bonne Intention,"Kingsforth, John",Grande-Bretagne,Angleterre,Deal,,,,,,45,135,150,"2",tx,[1-20],britannique
Guyenne,Guyenne,France,,Bayonne,Socoa,1787-03-02,Port au Choix,Angleterre,Etranger,,colonies britanniques d'Amérique,Grande-Bretagne,"0006820N",Gaulois,"Saint Martin, Pierre",France,,Saint-Jean-de-Luz ,Guyenne,Pêche à la morue,,,,576,1 920,0,"240",tx,[201-500],français
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-02-26,Côte d'Angole,Portugal,Etranger,,colonies portugaises d'Afrique,Portugal,"0013086N",David,"Camaroque, Martin",France,,Bordeaux,Guyenne,Diverses marchandises,Eau-de-vie,,,1 800,4 392,12 840,"214",tx,[201-500],français
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-05-02,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001675N",Deux Frères,"Besant, John",Grande-Bretagne,Angleterre,Folkestone,,,,,,135,450,0,"12",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-03-25,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0007201N",Succes,Headman,,,,,,,,,135,450,0,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-12-04,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001298N",Pleasure Boat,Fowler,,,,,,,,,135,450,0,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-07-11,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001431N",Succes,Finams,,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-05-09,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001588N",Preston,"Padge, Benjamin",Grande-Bretagne,Angleterre,Hasting,,,,,,135,450,0,"12",tx,[1-20],britannique
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-03-20,Stettin,Prusse,Etranger,,,Prusse,"0010475N",Janus,"Wegener, Jacob",Prusse,,Stettin,,Vin,,,,7 650,18 600,4 650,"310",tx,[201-500],prussien
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-03-09,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001390N",Alent,"Cunningham, Robert",Grande-Bretagne,Angleterre,Folkestone,,,,,,135,450,0,"12",tx,[1-20],britannique
Picardie,Picardie,France,,Calais,Calais,1787-06-10,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0003774N",John,"Walis, Thomas",Grande-Bretagne,Angleterre,Douvres,,,,,,135,150,45,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-04-03,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001973N",Fortune,"Bassan, John",,,,,,,,,135,450,0,"2",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-09-24,Setúbal ,Portugal,Etranger,,,Portugal,"0001596N",Deux Frères,"De La Forterie, François",France,,Dunkerque,Flandre,,,,,135,450,0,"90",tx,[51-100],français
