"region_depart","amiraute_depart","port_depart","outdate_fixed","port_destination","partner_balance_1789","partner_balance_supp_1789","ship_id","ship_name","captain_name","homeport_state_1789_fr","homeport_substate_1789_fr","homeport_toponyme_fr","homeport_province","commodity_standardized_fr","commodity_standardized2_fr","commodity_standardized3_fr","commodity_standardized4_fr","taxe_amount01","taxe_amount02","taxe_amount03","tonnage","tonnage_unit","tonnage_class"
Bretagne,Lorient,Lorient,1787-11-19,Boston,Etats-Unis,Etranger,"0008890N",Flore,"Williams, John Foster",Etats-Unis d'Amérique,Massachussets,Boston,,Sel,,,,2 484,0,0,"120",tx,[101-200]
Provence,Saint-Tropez,Saint-Tropez,1787-01-24,Menton,,Etranger,"0014454N",Saint Pierre,"Bory, Félix",Monaco,,Menton,,Vin,,,,0,0,0,"2",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-12-06,Angleterre (destination simulée pour),Angleterre,Etranger,"0001065N",Sommersett,"Harlow, Richard",Grande-Bretagne,Angleterre,Faversham,,,,,,450,135,0,"12",tx,[1-20]
Isles de Corse,Ajaccio,Ajaccio,1787-12-03,Italie,,Etranger,"0010918N",Vierge de Misericorde,"Solaso, Nicolas",,,,,,,,,2 400,0,0,,,
Picardie,Boulogne,Boulogne-sur-Mer,1787-07-14,Angleterre,Angleterre,Etranger,"0003796N",Season,"Moon, Richard",,,,,,,,,450,135,0,"2",tx,[1-20]
Picardie,Calais,Calais,1787-03-27,Frederikshald / Halden,Danemark,Etranger,"0001042N",Christina,"Jacobsen, H.",Danemark,Norvège,Frederikshald / Halden,,,,,,2 025,135,6 750,"90",tx,[51-100]
Flandre,Dunkerque,Dunkerque,1787-08-28,Angleterre (destination simulée pour),Angleterre,Etranger,"0000010N",Wasp,"Dyer, Jean",Grande-Bretagne,Angleterre,Maldon,,,,,,135,450,0,"12",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-07-10,Angleterre (destination simulée pour),Angleterre,Etranger,"0000824N",Reine Charlotte,"Mownt, Richard",Grande-Bretagne,Angleterre,Faversham,,,,,,450,135,0,"12",tx,[1-20]
Guyenne,Bordeaux,Bordeaux,1787-02-01,Hambourg,Quatre villes hanséatiques,Etranger,"0012644N",Printemps,"Hillers, Johan Andreas",Hambourg,,Hambourg,,Café,Sucre,Sucre,Sucre,8 661,600,5 655,"377",tx,[201-500]
Isles de Corse,Ajaccio,Ajaccio,1787-05-03,Italie,,Etranger,"0012996N",Annonciation,"Gabella, Sauveur",,,,,,,,,2 400,0,0,,,
Roussillon,Collioure,Collioure,1787-06-20,Levant,,Etranger,"0014328N",Comte de Zizendorff,"Scianaluga, Nicolas",France,,Port-Vendres,Roussillon,Lest,,,,540,1 800,0,"300",tx,[201-500]
Guyenne,Bayonne,Bayonne,1787-08-28,La Corogne,Espagne,Etranger,"0006873N",Saint Jean Baptiste,"De Uriarte, Jean Baptiste",Espagne,,Plencia,,Brai,,,,1 920,576,0,"55",tx,[51-100]
Bretagne,Nantes,Nantes,1787-01-19,Zierikzee,Hollande,Etranger,"0013971N",Bonne Attente,"Kocrs, Jean Hendrien",Provinces-Unies,Gueldre,Dort,,,,,,480,144,0,"180",tx,[101-200]
Normandie,Rouen,Rouen,1787-11-17,Hull,Angleterre,Etranger,"0012860N",Aventure,"Taylor, Guillaume",Grande-Bretagne,Angleterre,Hull,,,,,,117,390,2 088,"58",tx,[51-100]
Flandre,Dunkerque,Dunkerque,1787-08-30,Angleterre (destination simulée pour),Angleterre,Etranger,"0000715N",Betzy,"Brooker, Thomas",,,,,,,,,450,135,0,"12",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-02-11,Angleterre,Angleterre,Etranger,"0000752N",James,Allen,Grande-Bretagne,Angleterre,Douvres,,Passagers,,,,450,135,0,"30",tx,[21-50]
Picardie,Calais,Calais,1787-08-13,Douvres,Angleterre,Etranger,"0001010N",Veste Rouge,"Minner, Richard",Grande-Bretagne,Angleterre,Douvres,,,,,,150,135,45,"2",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-08-05,Angleterre,Angleterre,Etranger,"0000460N",Princess Royale,Keyss,Grande-Bretagne,Angleterre,Douvres,,Passagers,,,,135,450,0,"30",tx,[21-50]
Flandre,Dunkerque,Dunkerque,1787-03-27,Ostende,Etats de l'Empereur,Etranger,"0000148N",Sainte Anne,"Bertheloot, Jacques",France,,Dunkerque,Flandre,Seigle,,,,450,135,0,"42",tx,[21-50]
Flandre,Dunkerque,Dunkerque,1787-03-29,Grands Bancs de Terre-Neuve,,Etranger,"0001119N",Espérance,"Godde, Pierre Louis",France,,Dunkerque,Flandre,Sel,Pêche à la morue,Pêche à la morue,Pêche à la morue,675,2 250,0,"100",tx,[51-100]
Bretagne,Nantes,Nantes,1787-02-15,Côte d'Or,,Sénégal et Guinée,"0009106N",Concorde,"David, Gabriel",France,,Nantes,Bretagne,,,,,1 800,540,0,"575",tx,[501 et plus]
Guyenne,Bordeaux,Bordeaux,1787-07-02,Hambourg,Quatre villes hanséatiques,Etranger,"0009216N",Demoiselle Anne Elisabeth,"Lavenstiein, Johan",Hambourg,,Hambourg,,Café,Vin,Vin,Vin,12 000,4 680,600,"200",tx,[101-200]
Flandre,Dunkerque,Dunkerque,1787-04-28,Nieuport,Etats de l'Empereur,Etranger,"0000421N",Deux Soeurs,"Vandeventer, Henri",Autriche,Pays-Bas autrichiens,Nieuport,,Vin,Diverses marchandises,Diverses marchandises,Diverses marchandises,135,450,0,"40",tx,[21-50]
Flandre,Dunkerque,Dunkerque,1787-09-10,Padstow,Angleterre,Etranger,"0002145N",Robert et Marie,"Pearce, James",Grande-Bretagne,Angleterre,Padstow,,Lest,,,,450,135,0,"40",tx,[21-50]
Flandre,Dunkerque,Dunkerque,1787-03-31,Islande,,Etranger,"0001582N",Saint Pierre,"Noedts, Jean Jacques",France,,Dunkerque,Flandre,Sel,Ustensiles de pêche,Ustensiles de pêche,Ustensiles de pêche,675,2 250,0,"45",tx,[21-50]
Picardie,Boulogne,Boulogne-sur-Mer,1787-12-11,Angleterre,Angleterre,Etranger,"0007201N",Succes,Akar,,,,,,,,,450,135,0,"2",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-03-27,Angleterre,Angleterre,Etranger,"0001847N",Lord,Coningham,Grande-Bretagne,Angleterre,Folkestone,,,,,,450,135,0,"2",tx,[1-20]
Normandie,Dieppe,Dieppe,1787-09-14,Hambourg,Quatre villes hanséatiques,Etranger,"0003339N",Dame Anna,"Loukens, Teunis",,,,,,,,,117,390,0,"100",tx,[51-100]
Normandie,Le Havre,Le Havre,1787-04-14,Scarborough,Angleterre,Etranger,"0006348N",Felicité,"Peverill, William",,,,,,,,,390,117,0,"188",tx,[101-200]
Normandie,Dieppe,Dieppe,1787-09-13,Brighton,Angleterre,Etranger,"0000826N",Bonne Intention,"Street, John",,,,,,,,,117,390,0,"25",tx,[21-50]
Normandie,Le Havre,Le Havre,1787-08-02,Newcastle,Angleterre,Etranger,"0006348N",Felicité,"Peverill, William",,,,,,,,,390,117,0,"188",tx,[101-200]
Normandie,Rouen,Rouen,1787-06-12,Emden,Prusse,Etranger,"0007712N",Quatre Frères,"Wierts, Hendrick",,,,,,,,,810,2 700,117,"75",tx,[51-100]
Bretagne,Saint-Malo,Saint-Malo,1787-11-25,Jersey,Angleterre,Etranger,"0012063N",Marie,"Peltier, Gilles",France,,Saint-Malo,Bretagne,Farine,,,,72,240,0,"15",tx,[1-20]
Normandie,Le Havre,Le Havre,1787-06-28,Hambourg,Quatre villes hanséatiques,Etranger,"0007281N",Gout pour la mer,"Tissen, Cornelis",,,,,,,,,117,390,0,"111",tx,[101-200]
Roussillon,Collioure,Collioure,1787-08-18,Catalogne,Espagne,Etranger,"0007005N",Saint Sebastien,"Godo, Emanouel",,,,,Diverses marchandises,,,,18,60,0,"3",tx,[1-20]
Bretagne,Nantes,Nantes,1787-07-25,Bruges,Etats de l'Empereur,Etranger,"0009234N",Barbara Anna,"de Boer, Douvere Feites",Autriche,Pays-Bas autrichiens,Anvers,,,,,,480,144,0,"110",tx,[101-200]
Picardie,Calais,Calais,1787-05-19,Deal,Angleterre,Etranger,"0001705N",Cocu,"Waite, James",Grande-Bretagne,Angleterre,Deal,,,,,,450,150,135,"2",tx,[1-20]
Bretagne,Saint-Malo,Saint-Malo,1787-05-07,Ostende,Etats de l'Empereur,Etranger,"0007568N",Etoile du Matin,"Le Maître, Jean",Grande-Bretagne,Iles anglo-normandes,Guernesey,,Sucre,,,,240,72,0,"15",tx,[1-20]
Normandie,Port-Bail,Port-Bail,1787-03-19,Grands Bancs de Terre-Neuve,,Etranger,"0002272N",Notre Dame de Clarté,"Forcel, Charles François",,,,,Vivres,Ustensiles de pêche,Ustensiles de pêche,Ustensiles de pêche,549,1 830,0,"40",tx,[21-50]
Guyenne,Bordeaux,Bordeaux,1787-07-21,Amsterdam,Hollande,Etranger,"0008247N",Jeune Jouwert Sybrands,Unknown,Provinces-Unies,Frise,Lemmer,,Sucre,Café,Café,Café,11 520,600,4 500,"192",tx,[101-200]
Normandie,Granville,Granville,1787-08-27,Christiania / Oslo,Danemark,Etranger,"0002252N",Neptune,"Gelmen, Hans",Danemark,Norvège,Frederikshald / Halden,,Lest,,,,390,0,0,"240",tx,[201-500]
Flandre,Dunkerque,Dunkerque,1787-08-30,Angleterre (destination simulée pour),Angleterre,Etranger,"0000850N",Maybush,"Warford, Thomas",Grande-Bretagne,Angleterre,Colchester,,,,,,450,135,0,"12",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-02-24,Angleterre,Angleterre,Etranger,"0001522N",Old Shoë,Gowlder,,,,,,,,,450,135,0,"2",tx,[1-20]
Provence,Saint-Tropez,Saint-Tropez,1787-04-12,Gênes,,Etranger,"0014417N",Postillon,"Bonnaud, Tropez Nicolas",France,,Saint-Tropez,Provence,Vin,,,,0,0,0,"24",tx,[21-50]
Flandre,Dunkerque,Dunkerque,1787-09-10,Angleterre (destination simulée pour),Angleterre,Etranger,"0001614N",Rose,"Robinson, William",Grande-Bretagne,Angleterre,Burnham,,,,,,135,450,0,"12",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-03-17,Angleterre (destination simulée pour),Angleterre,Etranger,"0003621N",John et Gracy,"Keabal, James",Grande-Bretagne,Angleterre,Harwich,,,,,,135,450,0,"12",tx,[1-20]
Normandie,Dieppe,Dieppe,1787-09-29,Brighton,Angleterre,Etranger,"0000158N",Charmante Sally,"Winther, Henry",,,,,,,,,117,390,0,"10",tx,[1-20]
Bretagne,Nantes,Nantes,1787-12-22,Rotterdam,Hollande,Etranger,"0009771N",Bonne Esperance,"De Lange, Pieter",Provinces-Unies,Hollande,Rotterdam,,,,,,144,480,0,"120",tx,[101-200]
Guyenne,Bordeaux,Bordeaux,1787-03-10,Cork,Angleterre,Etranger,"0013823N",Helenne,"Henderson, Guillaume",Grande-Bretagne,Irlande,Cork,,Vin,Diverses marchandises,Diverses marchandises,Diverses marchandises,2 544,6 300,1 575,"105",tx,[101-200]
Normandie,Le Havre,Le Havre,1787-07-14,"Portsmouth, VA,",Etats-Unis,Etranger,"0002020N",Portsmouth,"Oldner, Joshua",Etats-Unis d'Amérique,Virginie,"Portsmouth, VA,",,,,,,549,1 830,0,"300",tx,[201-500]
Picardie,Calais,Calais,1787-11-16,Douvres,Angleterre,Etranger,"0004084N",Princesse,"Ratcliff, John",Grande-Bretagne,Angleterre,Douvres,,,,,,135,2 550,765,"34",tx,[21-50]
Flandre,Dunkerque,Dunkerque,1787-07-04,Southampton,Angleterre,Etranger,"0003096N",Jean et Jeanne,"Connell, Thomas",,,,,,,,,135,450,0,"80",tx,[51-100]
Flandre,Dunkerque,Dunkerque,1787-01-03,Angleterre (destination simulée pour),Angleterre,Etranger,"0000715N",Betzy,"Brookes, Thomas",,,,,,,,,450,135,0,"12",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-10-14,Angleterre,Angleterre,Etranger,"0000744N",Liberty,"Hammond, George",Grande-Bretagne,Angleterre,Douvres,,,,,,135,450,0,"20",tx,[1-20]
Picardie,Calais,Calais,1787-09-25,Londres,Angleterre,Etranger,"0001261N",Packett de Calais,"Meriton, Thomas",Grande-Bretagne,Angleterre,Londres,,,,,,450,135,720,"32",tx,[21-50]
Picardie,Boulogne,Boulogne-sur-Mer,1787-02-20,Angleterre,Angleterre,Etranger,"0001338N",Two Sisters,Nandols,,,,,,,,,135,450,0,"2",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-11-20,Angleterre (destination simulée pour),Angleterre,Etranger,"0002233N",Hawk,"Randall, Richard",Grande-Bretagne,Angleterre,Deal,,Diverses marchandises,,,,450,135,0,"12",tx,[1-20]
Isles de Corse,Bastia,Bastia,1787-10-15,Mer Mediterranée,,Etranger,"0012436N",Conception,"Petratoni, Antoine",,,,,,,,,2 400,0,0,,,
Picardie,Boulogne,Boulogne-sur-Mer,1787-04-06,Angleterre,Angleterre,Etranger,"0012183N",Lively,Plan,,,,,,,,,135,450,0,"2",tx,[1-20]
Guyenne,Bordeaux,Bordeaux,1787-06-13,Rotterdam,Hollande,Etranger,"0012874N",Franco Adriano,"Theunissen, Pieter",Provinces-Unies,Hollande,Rotterdam,,Café,Sucre,Sucre,Sucre,4 905,600,3 150,"210",tx,[201-500]
Picardie,Calais,Calais,1787-04-18,Londres,Angleterre,Etranger,"0002417N",Hannover,"Ramsey, James",Grande-Bretagne,Angleterre,Londres,,,,,,2 400,135,720,"32",tx,[21-50]
Picardie,Saint-Valéry-sur-Somme,Saint-Valery-sur-Somme,1787-11-26,Rotterdam,Hollande,Etranger,"0002691N",Jean et Hendrick,"De Jong, Maart",,,,,,,,,450,135,1 872,"52",tx,[51-100]
Picardie,Calais,Calais,1787-05-19,Douvres,Angleterre,Etranger,"0001209N",Diligent,"Berthe, Dominique",France,,Calais,Picardie,,,,,135,450,0,,,
Flandre,Dunkerque,Dunkerque,1787-07-13,Angleterre (destination simulée pour),Angleterre,Etranger,"0001257N",Rover,"Fearn, George",Grande-Bretagne,Angleterre,Folkestone,,,,,,135,450,0,"12",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-05-30,Angleterre (destination simulée pour),Angleterre,Etranger,"0000715N",Betzy,"Brooks, Thomas",,,,,,,,,135,450,0,"12",tx,[1-20]
Normandie,Fécamp,Fécamp,1787-03-25,Grands Bancs de Terre-Neuve,,Etranger,"0001874N",Jeune Julie,"Dillau, Pierre Joseph",France,,Saint-Valery en Caux,Normandie,Pêche à la morue,,,,1 830,549,0,"40",tx,[21-50]
Isles de Corse,Bastia,Bastia,1787-01-23,Mer Mediterranée,,Etranger,"0002477N",Prudence,"Bonavita, Pascal",,,,,,,,,4 800,0,0,,,
Guyenne,Bordeaux,Bordeaux,1787-06-18,Stralsund,Suède,Etranger,"0012148N",Saint Nicolas,"Kasten, Jacob",Suède,Poméranie suédoise,Barth,,Vin,Diverses marchandises,Diverses marchandises,Diverses marchandises,11 400,2 850,2 250,"190",tx,[101-200]
Normandie,Dieppe,Dieppe,1787-08-30,Hambourg,Quatre villes hanséatiques,Etranger,"0003468N",Dame Gerina,"Marker, J. As Larins",,,,,,,,,390,117,0,"90",tx,[51-100]
Guyenne,Bayonne,Saint-Jean-de-Luz ,1787-06-18,Saint-Sébastien,Espagne,Etranger,"0013169N",Fauve,"Le Flock, Simon",France,,Quiberon,Bretagne,Laine,,,,480,144,0,"27",tx,[21-50]
Aunis-Saintonge-Poitou,Sables-d’Olonne,Les Sables-d'Olonne,1789-07-16,Grands Bancs de Terre-Neuve,,Etranger,,Jeune Théréze,"Bértaud, Samuél",France,,Les Sables-d'Olonne,Poitou,Ustensiles de pêche,Pêche à la morue,Pêche à la morue,Pêche à la morue,1 800,0,0,"130",tx,[101-200]
Picardie,Boulogne,Boulogne-sur-Mer,1787-09-01,Angleterre,Angleterre,Etranger,"0000705N",Friends Goodwill,Fairberas,Grande-Bretagne,Angleterre,Whistable,,,,,,135,450,0,"2",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-04-25,Angleterre,Angleterre,Etranger,"0000744N",Liberty,"Hammond, Thomas",Grande-Bretagne,Angleterre,Douvres,,Passagers,,,,450,135,0,"20",tx,[1-20]
Normandie,Le Havre,Le Havre,1787-11-19,La Corogne,Espagne,Etranger,"0012564N",Douleurs et Saint François,"Galiano, Joseph",,,,,,,,,390,117,0,"65",tx,[51-100]
Picardie,Boulogne,Boulogne-sur-Mer,1787-12-13,Angleterre,Angleterre,Etranger,"0007452N",Liberty,Oliver,,,,,Passagers,,,,135,450,0,"20",tx,[1-20]
Guyenne,Bordeaux,Bordeaux,1787-03-01,Saint-Pétersbourg,Russie,Etranger,"0014162N",Jan & Lenders,"Pieters, Klaas",,,,,Café,Sucre,Sucre,Sucre,2 250,6 210,3 690,"246",tx,[201-500]
Bretagne,Nantes,Le Croisic,1787-08-16,Angleterre,Angleterre,Etranger,"0007714N",Petit Mathurin,"Le Calle, Jean",France,,Le Croisic,Bretagne,Sel,,,,144,480,0,"60",tx,[51-100]
Flandre,Dunkerque,Dunkerque,1787-12-24,Amsterdam,Hollande,Etranger,"0001916N",Grande Mère,"Brizard, Joseph",France,,Saint-Martin-de-Ré,Aunis,Blé,,,,450,135,0,"140",tx,[101-200]
Bretagne,Nantes,Le Croisic,1787-09-03,Irlande,Angleterre,Etranger,"0013683N",Nancy,"Eckson, Thomas",Grande-Bretagne,Irlande,Irlande,,Sel,,,,144,480,0,"55",tx,[51-100]
Provence,Saint-Tropez,Saint-Tropez,1787-08-22,Tripoli de Syrie,,Etranger,"0014399N",Heureuse Rosette,"Angilard, Jean Gaëtan",France,,Saint-Tropez,Provence,Lest,,,,0,0,0,"50",tx,[21-50]
Normandie,Rouen,Rouen,1787-07-13,Lisbonne,Portugal,Etranger,"0001684N",Minerve,"Regnée, François Denis",France,,Rouen,Normandie,,,,,390,117,0,"120",tx,[101-200]
Normandie,Le Havre,Le Havre,1787-11-30,Cadix,Espagne,Etranger,"0010431N",Speculation,"Sehanberg, Hans",,,,,,,,,117,390,0,"348",tx,[201-500]
Guyenne,Bordeaux,Bordeaux,1787-03-05,Stettin,Prusse,Etranger,"0012815N",Trois Amis,"David, Johan",Prusse,,Stettin,,Vin,,,,13 860,5 871,2 250,"231",tx,[201-500]
Provence,Saint-Tropez,Saint-Tropez,1787-10-26,Gênes,,Etranger,"0014455N",Bon Ami,"Olivier, Jean Charles",France,,Saint-Tropez,Provence,Vin,,,,0,0,0,"15",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-01-21,Angleterre,Angleterre,Etranger,"0003022N",Swiftsure,"Reeds, John",,,,,,,,,135,450,0,"2",tx,[1-20]
Normandie,Le Havre,Le Havre,1787-08-17,Christiania / Oslo,Danemark,Etranger,"0007817N",Saint Johannes,"Eyene, Anders",,,,,,,,,1 830,549,0,"132",tx,[101-200]
Bretagne,Nantes,Nantes,1787-06-19,Uddevalla,Suède,Etranger,"0013202N",Marie Helene,"Sudberg, Jean",Suède,,Uddevalla,,,,,,480,144,0,"60",tx,[51-100]
Normandie,Port-Bail,Port-Bail,1787-08-25,Jersey,Angleterre,Etranger,"0004013N",Revanche,"Podêtre, Pierre",,,,,Lest,,,,390,117,0,"2",tx,[1-20]
Isles de Corse,Ajaccio,Ajaccio,1787-01-03,Italie,,Etranger,"0011079N",Vierge du Rosaire,"Siamaroine, Antonio",,,,,,,,,600,0,0,,,
Normandie,Le Havre,Le Havre,1787-11-26,Côte d'Or,,Sénégal et Guinée,"0007780N",Affricain,"Neuveu, Charles, Michel",,,,,,,,,1 830,549,0,"360",tx,[201-500]
Normandie,Rouen,Rouen,1787-11-28,Amsterdam,Hollande,Etranger,"0006617N",Bonne foy,"Hingst, Foppe Gerke",,,,,,,,,7 344,2 202,117,"204",tx,[201-500]
Picardie,Boulogne,Boulogne-sur-Mer,1787-02-27,Angleterre,Angleterre,Etranger,"0007201N",Succes,Headman,,,,,,,,,450,135,0,"2",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-02-21,Angleterre (destination simulée pour),Angleterre,Etranger,"0000975N",William et Henry,"Goodift, John",Grande-Bretagne,Angleterre,Burnham,,,,,,135,450,0,"12",tx,[1-20]
Picardie,Calais,Calais,1787-06-12,Douvres,Angleterre,Etranger,"0000795N",Hardwick,"Clarck, Edouard",Grande-Bretagne,Angleterre,Douvres,,,,,,135,2 400,720,"32",tx,[21-50]
Guyenne,Bordeaux,Bordeaux,1787-07-02,Stettin,Prusse,Etranger,"0012891N",Wilhermina Albertina,"Gilesh, Johannes",Prusse,,Stettin,,Sucre,Café,Café,Café,3 705,6 231,2 250,"247",tx,[201-500]
Picardie,Boulogne,Boulogne-sur-Mer,1787-07-26,Angleterre,Angleterre,Etranger,"0000475N",Active,"Lawrence, John",Grande-Bretagne,Angleterre,Londres,,Lest,,,,450,135,0,"45",tx,[21-50]
Normandie,Dieppe,Dieppe,1787-09-01,Brighton,Angleterre,Etranger,"0000444N",Speedwell,"Lynd, Charles",,,,,,,,,390,117,0,"12",tx,[1-20]
Picardie,Calais,Calais,1787-12-15,Douvres,Angleterre,Etranger,"0000344N",Cumberland,"Oakley, William",Grande-Bretagne,Angleterre,Douvres,,,,,,135,2 250,675,"30",tx,[21-50]
Guyenne,Bordeaux,Bordeaux,1787-08-10,Hambourg,Quatre villes hanséatiques,Etranger,"0008991N",Deux Gisbert,"Ries, Frederick",Danemark,,Altona,,Sucre,Café,Café,Café,10 125,6 300,25 200,"420",tx,[201-500]
Aunis-Saintonge-Poitou,La Rochelle,Tonnay-Charente,1789-06-20,Londres,Angleterre,Etranger,,Saint Joseph,"Gordon, Pierre",Grande-Bretagne,Angleterre,Londres,,,,,,480,0,0,"150",tx,[101-200]
Picardie,Boulogne,Boulogne-sur-Mer,1787-05-31,Angleterre,Angleterre,Etranger,"0007200N",Succes,Taylor,,,,,,,,,450,135,0,"2",tx,[1-20]
Aunis-Saintonge-Poitou,La Rochelle,Tonnay-Charente,1789-12-14,Londres,Angleterre,Etranger,,Amitié,"Rouxel, Louis",Grande-Bretagne,Iles anglo-normandes,Guernesey,,,,,,480,0,0,"82",tx,[51-100]
Picardie,Boulogne,Boulogne-sur-Mer,1787-06-17,Angleterre,Angleterre,Etranger,"0001587N",Ann,"Padge, Benjamin",Grande-Bretagne,Angleterre,Hasting,,,,,,135,450,0,"2",tx,[1-20]
Isles de Corse,Bastia,Bastia,1787-09-10,Mer Mediterranée,,Etranger,"0012615N",Annonciation,"Sisco, Gaetan",,,,,,,,,1 200,0,0,,,
Picardie,Boulogne,Boulogne-sur-Mer,1787-04-12,Angleterre,Angleterre,Etranger,"0001973N",Fortune,"Parish, [Bob]",,,,,,,,,450,135,0,"2",tx,[1-20]
Normandie,Le Havre,Le Havre,1787-07-14,Kristianstad ,Suède,Etranger,"0003799N",Chammers Fert,"Lemd, Sorensen",,,,,,,,,1 830,549,0,"69",tx,[51-100]
Guyenne,Bordeaux,Bordeaux,1787-04-20,Libau,,Etranger,"0012132N",Dame Gertrude,"Klaasen, Jacob",Provinces-Unies,Hollande,Amsterdam,,Vin,Café,Café,Café,2 250,3 306,7 020,"117",tx,[101-200]
Flandre,Dunkerque,Dunkerque,1787-08-13,Angleterre (destination simulée pour),Angleterre,Etranger,"0000010N",Wasp,"Dyer, James",Grande-Bretagne,Angleterre,Maldon,,,,,,450,135,0,"12",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-05-10,Angleterre,Angleterre,Etranger,"0012184N",Lively,"Gosean, Edmond",,,,,,,,,135,450,0,"2",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-03-29,Rotterdam,Hollande,Etranger,"0000031N",Notre Dame,"Crochet, Jean Marie",,,,,Futailles vides,,,,450,135,0,"36",tx,[21-50]
Flandre,Dunkerque,Dunkerque,1787-01-02,Angleterre (destination simulée pour),Angleterre,Etranger,"0009845N",Bonne Intention,"Williams, John",Grande-Bretagne,Angleterre,Deal,,,,,,135,450,0,"12",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-03-27,Angleterre (destination simulée pour),Angleterre,Etranger,"0000955N",Jean et Elisabeth,"Brothertow, George",Grande-Bretagne,Angleterre,Rochester,,,,,,450,135,0,"12",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-06-08,Angleterre,Angleterre,Etranger,"0001973N",Fortune,"Scoury, John",,,,,,,,,450,135,0,"2",tx,[1-20]
Guyenne,Bayonne,Bayonne,1787-04-28,Le Passage / Pasaia,Espagne,Etranger,"0002806N",Bonne Union,"Genton, Jean",France,,Bayonne,Guyenne,Cuivre,Planches,Planches,Planches,480,144,0,"40",tx,[21-50]
Bretagne,Saint-Malo,Saint-Malo,1787-04-03,Grands Bancs de Terre-Neuve,,Etranger,"0006814N",Deux Frères,"La Racque, Nicolas Alexis",France,,Saint-Malo,Bretagne,Sel,Pêche à la morue,Pêche à la morue,Pêche à la morue,1 800,540,0,"94",tx,[51-100]
Picardie,Boulogne,Boulogne-sur-Mer,1787-07-13,Angleterre,Angleterre,Etranger,"0003682N",Two Friends,Richardson,,,,,,,,,450,135,0,"2",tx,[1-20]
Isles de Corse,Ajaccio,Ajaccio,1787-08-01,Sardaigne,,Etranger,"0014300N",Unnamed,"Rossi, Pierre",,,,,,,,,120,612,0,"17",tx,[1-20]
Bretagne,Nantes,Le Croisic,1787-08-17,Kristiansand ,Danemark,Etranger,"0009801N",Lesle Catherina,"Hansen, Christian",Danemark,Norvège,Kristiansand ,,Sel,,,,144,480,0,"140",tx,[101-200]
Guyenne,Bayonne,Bayonne,1787-08-09,Saint-Sébastien,Espagne,Etranger,"0009742N",Notre Dame d' Aransasou,"Doyambehere, Jean",,,,,Brai,Eau-de-vie,Eau-de-vie,Eau-de-vie,480,144,0,"6",tx,[1-20]
Bretagne,Nantes,Le Pouliguen,1787-10-30,Bergue ,Danemark,Etranger,"0000380N",Fortune,"Anguard, Laars",Danemark,Norvège,Bergue ,,Sel,,,,480,144,0,"63",tx,[51-100]
Guyenne,Bordeaux,Bordeaux,1787-06-01,Königsberg / Kaliningrad,Prusse,Etranger,"0014239N",Dame Reynaud,"Pieters, Rinerd",,,,,Vin,,,,2 730,10 920,2 250,"182",tx,[101-200]
Picardie,Boulogne,Boulogne-sur-Mer,1787-05-07,Angleterre,Angleterre,Etranger,"0000779N",Ranger,"Guilbert, [John]",,,,,,,,,135,450,0,"2",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-01-21,Angleterre,Angleterre,Etranger,"0001973N",Fortune,Lee,,,,,,,,,450,135,0,"2",tx,[1-20]
Picardie,Saint-Valéry-sur-Somme,Saint-Valery-sur-Somme,1787-08-29,Rotterdam,Hollande,Etranger,"0002689N",Jeune Johannes,"Kents, Gysbert",,,,,,,,,450,135,1 080,"30",tx,[21-50]
Picardie,Calais,Calais,1787-02-14,Douvres,Angleterre,Etranger,"0001211N",Courier,"Boyton, Thomas",Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,2 250,"30",tx,[21-50]
Languedoc,Agde,Agde,1787-04-13,San Remo,,Etranger,"0016190N",Vierge du Rosaire,"Semeria, Guillaume",République de Gênes,,Gênes,,Vin,,,,0,0,0,,,
Normandie,Cherbourg,Diélette,1787-08-11,Guernesey,Angleterre,Etranger,"0000281N",Judith,"Hubert, Jean",,,,,Diverses marchandises,,,,390,0,0,"2",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-02-18,Angleterre,Angleterre,Etranger,"0001630N",Black Sail,Pocock,,,,,,,,,450,135,0,"2",tx,[1-20]
